try_on,gender,category,url,title,price,special_price,img_url,id
False,F,上身類,https://www.net-fashion.net/product/345647,TSUM圓領寬鬆T恤,299.0,,https://net.wimg.tw/files/1/products/345635_400_602E6B7BAE7B6A0.jpg?v=24472,345647
False,F,上身類,https://www.net-fashion.net/product/346956,太空米奇印花T恤,299.0,,https://net.wimg.tw/files/1/products/346948_400_804E7B4ABE889B2.jpg?v=24472,346956
False,F,上身類,https://www.net-fashion.net/product/349035,史迪奇印花短袖T恤,299.0,,https://net.wimg.tw/files/1/products/349035_400_002E799BDE889B2.jpg?v=24472,349035
False,F,上身類,https://www.net-fashion.net/product/349055,米奇剪影印花T恤,299.0,,https://net.wimg.tw/files/1/products/349047_400_900E9BB91E889B2.jpg?v=24472,349055
False,F,上身類,https://www.net-fashion.net/product/349015,雙色印字短袖T恤,259.0,,https://net.wimg.tw/files/1/products/349007_400_511E88AA5E9BB83.jpg?v=24472,349015
False,F,上身類,https://www.net-fashion.net/product/349584,迪士尼印字T恤,299.0,,https://net.wimg.tw/files/1/products/349580_400_206E58FAFE58FAFE889B2.jpg?v=24472,349584
False,F,上身類,https://www.net-fashion.net/product/348172,米奇後背印花T恤,299.0,,https://net.wimg.tw/files/1/products/348168_400_511E88AA5E9BB83.jpg?v=24472,348172
False,F,上身類,https://www.net-fashion.net/product/348160,米奇印花短袖T恤,299.0,,https://net.wimg.tw/files/1/products/348160_400_610E586B0E7B6A0.jpg?v=24472,348160
False,F,上身類,https://www.net-fashion.net/product/348148,史迪奇印花T恤,299.0,,https://net.wimg.tw/files/1/products/348144_400_304E781B0E7B4ABE7B485.jpg?v=24472,348148
False,F,上身類,https://www.net-fashion.net/product/345396,絲光棉連肩袖上衣,259.0,,https://net.wimg.tw/files/1/products/345388_400_625E5A2A8E7B6A0.jpg?v=24472,345396
False,F,上身類,https://www.net-fashion.net/product/346551,動物印花短袖T恤,,250.0,https://net.wimg.tw/files/1/products/346551_400_101E6B7BAE58DA1E585B6.jpg?v=24472,346551
False,F,上身類,https://www.net-fashion.net/product/341568,Bra細肩帶無接縫運動內衣,259.0,,https://net.wimg.tw/files/1/products/341564_400_401E7B289E6A998.jpg?v=24472,341568
False,F,上身類,https://www.net-fashion.net/product/346671,維尼印花長版T恤,359.0,,https://net.wimg.tw/files/1/products/346667_400_101E6B7BAE58DA1E585B6.jpg?v=24472,346671
False,F,上身類,https://www.net-fashion.net/product/346663,維尼假口袋長版T恤,299.0,,https://net.wimg.tw/files/1/products/346655_400_802E7B289E7B4AB.jpg?v=24472,346663
False,F,上身類,https://www.net-fashion.net/product/346615,植物印花落肩T恤,,250.0,https://net.wimg.tw/files/1/products/346607_400_900E9BB91E889B2.jpg?v=24472,346615
False,F,上身類,https://www.net-fashion.net/product/346547,手繪風景印花T恤,,250.0,https://net.wimg.tw/files/1/products/346539_400_900E9BB91E889B2.jpg?v=24472,346547
False,F,上身類,https://www.net-fashion.net/product/348793,彈性羅紋平口背心,99.0,,https://net.wimg.tw/files/1/products/348781_400_705E8978DE889B2.jpg?v=24472,348793
False,F,上身類,https://www.net-fashion.net/product/349536,純棉印字T恤,,250.0,https://net.wimg.tw/files/1/products/349528_400_605E6B7BAE69E9CE7B6A0.jpg?v=24472,349536
False,F,上身類,https://www.net-fashion.net/product/347928,迪士尼印花T恤,299.0,,https://net.wimg.tw/files/1/products/347920_400_802E7B289E7B4AB.jpg?v=24472,347928
False,F,上身類,https://www.net-fashion.net/product/349226,棉質寬圓領印花T恤,,199.0,https://net.wimg.tw/files/1/products/349221_400_509E9BAA5E9BB83.jpg?v=24472,349226
False,F,上身類,https://www.net-fashion.net/product/346778,寬圓領多色棉質T恤,,199.0,https://net.wimg.tw/files/1/products/346763_400_511E88AA5E9BB83.jpg?v=24472,346778
False,F,上身類,https://www.net-fashion.net/product/348895,玩具總動員手繪印花T恤,299.0,,https://net.wimg.tw/files/1/products/348891_400_602E6B7BAE7B6A0.jpg?v=24472,348895
False,F,上身類,https://www.net-fashion.net/product/348887,玩具總動員印花T恤,299.0,,https://net.wimg.tw/files/1/products/348875_400_804E7B4ABE889B2.jpg?v=24472,348887
False,F,上身類,https://www.net-fashion.net/product/348863,玩具總動員撞色印花T恤,299.0,,https://net.wimg.tw/files/1/products/348859_400_602E6B7BAE7B6A0.jpg?v=24472,348863
False,F,上身類,https://www.net-fashion.net/product/347040,米奇好朋友印花長版T恤,,250.0,https://net.wimg.tw/files/1/products/347036_400_711E4B888E99D92.jpg?v=24472,347040
False,F,上身類,https://www.net-fashion.net/product/348847,玩具總動員竹節棉印花T恤,299.0,,https://net.wimg.tw/files/1/products/348847_400_002E799BDE889B2.jpg?v=24472,348847
False,F,上身類,https://www.net-fashion.net/product/348967,簡約印字竹節棉T恤,,250.0,https://net.wimg.tw/files/1/products/348967_400_002E799BDE889B2.jpg?v=24472,348967
False,F,上身類,https://www.net-fashion.net/product/348843,皮諾丘印花T恤,299.0,,https://net.wimg.tw/files/1/products/348839_400_514E9BB83E889B2.jpg?v=24472,348843
False,F,上身類,https://www.net-fashion.net/product/347888,撞色印字短袖T恤,,250.0,https://net.wimg.tw/files/1/products/347880_400_900E9BB91E889B2.jpg?v=24472,347888
False,F,上身類,https://www.net-fashion.net/product/348963,戶外休憩竹節棉T恤,,250.0,https://net.wimg.tw/files/1/products/348955_400_711E4B888E99D92.jpg?v=24472,348963
False,F,上身類,https://www.net-fashion.net/product/346579,一束花手繪印花T恤,,250.0,https://net.wimg.tw/files/1/products/346579_400_101E6B7BAE58DA1E585B6.jpg?v=24472,346579
False,F,上身類,https://www.net-fashion.net/product/348947,反轉印字竹節棉T恤,,250.0,https://net.wimg.tw/files/1/products/348943_400_102E58DA1E585B6.jpg?v=24472,348947
False,F,上身類,https://www.net-fashion.net/product/348823,打褶收邊素色無袖上衣,259.0,,https://net.wimg.tw/files/1/products/348819_400_017E781B0E9BB91.jpg?v=24472,348823
False,F,上身類,https://www.net-fashion.net/product/348935,條紋英文印字T恤,,250.0,https://net.wimg.tw/files/1/products/348931_400_323E6A998E7B485.jpg?v=24472,348935
False,F,上身類,https://www.net-fashion.net/product/348919,側開岔風景照片長版T恤,359.0,,https://net.wimg.tw/files/1/products/348919_400_002E799BDE889B2.jpg?v=24472,348919
False,F,上身類,https://www.net-fashion.net/product/348807,寬領條紋短袖T恤,299.0,,https://net.wimg.tw/files/1/products/348799_400_704E4B8ADE8978D.jpg?v=24472,348807
False,F,上身類,https://www.net-fashion.net/product/346912,復古海灘風景印花T恤,,250.0,https://net.wimg.tw/files/1/products/346912_400_002E799BDE889B2.jpg?v=24472,346912
False,F,上身類,https://www.net-fashion.net/product/344054,傘狀V領雪紡背心,259.0,,https://net.wimg.tw/files/1/products/344054_400_004E8B1A1E78999E799BD.jpg?v=24472,344054
False,F,上身類,https://www.net-fashion.net/product/348911,素色竹節棉寬版T恤,199.0,,https://net.wimg.tw/files/1/products/348907_400_511E88AA5E9BB83.jpg?v=24472,348911
False,F,上身類,https://www.net-fashion.net/product/346892,素色竹節棉V領T恤,,199.0,https://net.wimg.tw/files/1/products/346888_400_102E58DA1E585B6.jpg?v=24472,346892
False,F,上身類,https://www.net-fashion.net/product/346860,基本素色圓領T恤,199.0,,https://net.wimg.tw/files/1/products/346848_400_616E781B0E7B6A0.jpg?v=24472,346860
